category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
contact non-polarized,431,0.7173543999557805,0.46330161467186015,0.7865662410239984,1.5738924914998825e-11,1.5847027312092707
non-contact polarized,191,0.4003496414158087,0.4273750603518125,0.166527888249407,3.925180196596725e-06,1.4953269780222005
contact polarized,792,0.3254942897487519,0.39022936986250845,0.1280483676129956,1.6270228501574612e-08,1.5899515866833454
