category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
University of Queensland,22,0.9188387399521929,0.4322892660022822,1.0182527479035295,0.173341784728172,1.565219448357393
Federal University of Espírito Santo,175,0.8765462206988527,0.29544436707994143,0.8714165611515823,0.0484883016030066,1.6011588814530393
Royal Prince Alfred Hospital Sydney,54,0.8070245082304288,0.23465374094228672,0.7728397868625612,0.1761301465947674,1.3015362775960475
International Dermoscopy Society,39,0.7213395569326292,0.3819993780682146,0.670515732633822,0.0955057985296749,1.559312142703357
University Hospital Basel,22,0.6833897861991969,0.3659591236239417,0.7275943163533276,0.0356976489031602,1.35984754737826
Hospital Clínic Barcelona,1147,0.6827832534384461,0.34388226498878266,0.6919068792173597,0.0053130221108302,1.5252837428303267
MILK Study,1289,0.5974425532580014,0.4102707350822056,0.6317370849028991,7.742343804166991e-09,1.5479367795335892
Hospital Italiano Buenos Aires,153,0.5660165424677476,0.42252415981516955,0.5403065474765036,4.979349373299992e-05,1.5899515866833454
Anonymous,1133,0.4702839082981464,0.5024810682466576,0.3002686324079763,4.894280974099101e-12,1.5847027312092707
Memorial Sloan Kettering,736,0.43093781831498534,0.4303789466232077,0.261376672882333,1.5738924914998825e-11,1.595742704334576
Imperial College London,720,0.30349737955470496,0.39263914836849356,0.10527766578040465,1.7189901361959524e-09,1.5901436620968066
Andreas Syggros Hospital Athens,90,0.22987171821627747,0.285044354012101,0.11827729382569435,9.55535456377627e-05,1.356613596691278
Medical University of Vienna,340,0.16869081349767262,0.28082930577390514,0.03459924817567715,1.6270228501574612e-08,1.4500051506282636
