category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
5.0,22,0.7698721747032132,0.31519352264113704,0.7708740135668699,0.1203070537739672,1.3069927001977024
20.0,74,0.7674875244249938,0.3821589896986845,0.798298945592642,0.014667692011131,1.4529979730659208
25.0,102,0.7556258819434234,0.38929905677489407,0.7773033408480556,0.0029910443040265,1.5369833200018974
80.0,271,0.7489343695758941,0.4387860592823595,0.8015139738096804,0.0007060522976817,1.5586151200482694
85.0,238,0.747249115894862,0.42033666325506525,0.8165489027053778,0.0038696146601762,1.57222154342988
70.0,459,0.7312614288917919,0.4547704582858343,0.7824132746048124,0.0019482131475592,1.551937965629293
75.0,341,0.7012793494076233,0.44874991575114226,0.7306611972495658,0.0001695818612673,1.557996617534764
30.0,211,0.6794699970474388,0.4339493810103109,0.7491427618228748,0.0024710461680536,1.533967175818843
65.0,454,0.6780520766107806,0.45249031059360767,0.7727829433274525,0.0028953823175642,1.5986362326499588
0.0,6,0.6665771651496931,0.17706105323079696,0.6190350017414152,0.5124743537943746,0.9710975054974178
35.0,256,0.6458142764096886,0.42414981915581107,0.7217392032696656,0.0057980856546041,1.5234041661337776
60.0,447,0.638913937826957,0.48112225465362324,0.6763688878588333,0.0004064264753816,1.5957471632725744
55.0,396,0.605319734438321,0.4770892746603078,0.5992243322540183,0.0012009815551967,1.5581772248595849
45.0,403,0.5812392048962256,0.4486428565590373,0.5991478593482804,0.0047645321309331,1.5853350140141935
50.0,452,0.5785611689860107,0.4652085527862772,0.5974544680864224,0.0002756119954808,1.5560105468287635
40.0,382,0.5436404495005036,0.46027001163828746,0.4949654076204867,0.0025125125098143,1.5581398489546932
10.0,121,0.11858058245018274,0.2874448615863919,0.0036726498915086,4.790646346263959e-05,1.308220510216214
15.0,474,0.08550985710738557,0.23821653593778816,0.00376850830035555,1.588936209951999e-05,1.4990721077548
