method,head,coverage,error_rate
dropout,head1,0.5528716216216216,0.007332722273143855
dropout,head1,0.547972972972973,0.007398273736128225
dropout,head1,0.5429054054054054,0.0068450528935904975
dropout,head1,0.5378378378378378,0.006281407035175879
dropout,head1,0.5327702702702702,0.0060240963855421326
dropout,head1,0.5278716216216216,0.006079999999999974
dropout,head1,0.5228040540540541,0.006138933764135657
dropout,head1,0.5177364864864865,0.006199021207177857
dropout,head1,0.512668918918919,0.00626029654036242
dropout,head1,0.5077702702702702,0.006320691949434409
dropout,head1,0.5027027027027027,0.005712365591397872
dropout,head1,0.49763513513513513,0.0057705363204344495
dropout,head1,0.4925675675675676,0.005829903978052164
dropout,head1,0.4876689189189189,0.00588846553515765
dropout,head1,0.48260135135135135,0.005950297514875746
dropout,head1,0.4775337837837838,0.00601344181110719
dropout,head1,0.4724662162162162,0.006077940650697222
dropout,head1,0.46756756756756757,0.006141618497109813
dropout,head1,0.4625,0.006208911614317025
dropout,head1,0.4574324324324324,0.005908419497784312
dropout,head1,0.4523648648648649,0.005601194921583286
dropout,head1,0.44746621621621624,0.005662514156285381
dropout,head1,0.44239864864864864,0.00572737686139746
dropout,head1,0.4373310810810811,0.0054074932406334986
dropout,head1,0.4322635135135135,0.0054708870652598884
dropout,head1,0.42736486486486486,0.004743083003952542
dropout,head1,0.4222972972972973,0.0048000000000000265
dropout,head1,0.4172297297297297,0.004858299595141724
dropout,head1,0.41216216216216217,0.00450819672131153
dropout,head1,0.40726351351351353,0.004147656574035707
dropout,head1,0.40219594594594593,0.004199916001680015
dropout,head1,0.3971283783783784,0.004253509145044632
dropout,head1,0.39222972972972975,0.003875968992248069
dropout,head1,0.38716216216216215,0.003490401396160525
dropout,head1,0.3820945945945946,0.0035366931918655586
dropout,head1,0.377027027027027,0.0031362007168458383
dropout,head1,0.37212837837837837,0.0031774852473899218
dropout,head1,0.3670608108108108,0.00322135296824666
dropout,head1,0.3619932432432432,0.003266448903406438
dropout,head1,0.3569256756756757,0.003312825366777128
