category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
5.0,22,0.7568870694994593,0.34977258884304774,0.7735921970627462,0.05454732654142,1.4387856534128158
20.0,74,0.6540282382958178,0.36036097522549315,0.6572127097384843,6.398506768011927e-08,1.375721117799518
85.0,238,0.6020761743395565,0.417542181002385,0.611052413665891,0.0001446197320774,1.5873201782352204
25.0,102,0.5994533908150971,0.37183478052432734,0.6143270533888647,1.8553299653025056e-05,1.4741380056671578
80.0,271,0.5917449607627062,0.4127311811921713,0.562388794972356,0.0001948825033602,1.4911138802791677
70.0,459,0.5569352686802614,0.4398074845153895,0.5342351713000748,9.027740029642979e-10,1.551882508736874
75.0,341,0.5553521912144042,0.44927326779166454,0.480569501644238,8.36061491769622e-12,1.5116912203726212
30.0,211,0.5434958639954427,0.3987065352469818,0.610672517710086,3.589177534528546e-08,1.4947306584783744
35.0,256,0.5426501278135252,0.38941812654600905,0.5673155464767956,1.425959976781428e-13,1.5230308296273207
65.0,454,0.5418540918411415,0.4288980821506106,0.5139025183665152,1.4798768648558898e-11,1.5129186765342606
60.0,447,0.5414604875693522,0.45343543955485677,0.5077640094052058,1.457837162708034e-09,1.5886370435321648
45.0,403,0.4831815430233234,0.4069570187734465,0.4632408026072512,1.621206366041336e-09,1.5900319624443449
55.0,396,0.4813408396570112,0.4322509073869739,0.37701610119729706,3.674599137051366e-12,1.5801215116240437
50.0,452,0.4728961526677589,0.4242699949229021,0.43544205323800367,2.8181961660227945e-08,1.5242075628586842
40.0,382,0.45285174685120594,0.4306000362323848,0.35937035600386774,1.1277387712346166e-11,1.4841176486406908
0.0,6,0.27203806770508737,0.24651582259928997,0.18811605702736334,0.0436501776236748,0.6151028604747935
10.0,121,0.07911742808806466,0.23554525127157322,4.673711448853337e-05,1.425959976781428e-13,1.501475550661466
15.0,474,0.06108707617662149,0.19926100592544693,2.6315541698270964e-05,1.425959976781428e-13,1.2372065924028812
