category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
Royal Prince Alfred Hospital Sydney,54,0.5208847951113162,0.17641184693768155,0.58831279597914,0.0911312211929548,0.6930779128138826
Hospital Clínic Barcelona,1147,0.40831173467734166,0.21312981313536453,0.4330357097629036,0.0005552798746729,0.6931471772083562
University of Queensland,22,0.4040984838347164,0.2455878189375691,0.43982364266739526,0.0146141210235533,0.6930843983615467
International Dermoscopy Society,39,0.3542137420917198,0.2166709918722301,0.2901959154332003,0.0112749013081976,0.6856191749819149
MILK Study,1289,0.31637648655311984,0.2411244400784483,0.2754009309546749,0.00089607771402,0.6931471774610684
Federal University of Espírito Santo,175,0.31494028821007664,0.2100624666752234,0.2591128549861546,0.0012095596344091,0.6931157398236774
University Hospital Basel,22,0.30742988669114524,0.21121469943887783,0.2484122757730023,0.0311181865013544,0.6483106600725566
Hospital Italiano Buenos Aires,153,0.27350048679536887,0.23049866959726936,0.227356730622866,0.0062142608729558,0.6930734235201904
Anonymous,1133,0.2537086613718562,0.2753138911586439,0.1042082371236427,2.4695109899765275e-06,0.6931445432560748
Memorial Sloan Kettering,736,0.21461187830075956,0.25477138230349405,0.04955151237430675,0.0002424928996,0.6931241750531161
Imperial College London,720,0.15099919074777002,0.1878834728635788,0.0601707819616306,0.0005709371912449,0.6931415396030598
Andreas Syggros Hospital Athens,90,0.11250884859491868,0.1548999759606469,0.0446623033603913,0.0036275591909019,0.6930963714147615
Medical University of Vienna,340,0.09319023556253243,0.139837294505927,0.03569099026048285,0.0005884687878225,0.6920256533855322
