category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
University of Queensland,22,0.539121737930538,0.4494323972496672,0.43937723925919725,0.009038130782004,1.5158818049053715
Royal Prince Alfred Hospital Sydney,54,0.48826691991294957,0.24461348648876344,0.49969023588816913,0.0010746444866994,0.9998768143818876
University Hospital Basel,22,0.35645057654678874,0.32880810344268224,0.251729851699222,0.0026007048502958,0.9559084726026534
Federal University of Espírito Santo,175,0.3538382725857192,0.3329251099813577,0.2874079510889898,7.155661479788963e-05,1.4985212012274869
Hospital Clínic Barcelona,1147,0.33494441828246774,0.325548074516899,0.2246111978842624,1.7001224192218872e-05,1.3775170213730543
Hospital Italiano Buenos Aires,153,0.3124200297723245,0.3443774169910377,0.1564527714661725,4.021654658015992e-06,1.3590859448326684
MILK Study,1289,0.2833207137402587,0.31903945669506023,0.1307523763652534,7.221870633130531e-09,1.318135983660511
Anonymous,1133,0.22822002521664203,0.3366768349259381,0.0068375575852229,1.063095760381493e-11,1.5521932065353117
International Dermoscopy Society,39,0.20587324779101598,0.26633524619096444,0.0717067943292011,0.0003678058107522,0.9430524586567528
Memorial Sloan Kettering,736,0.19944426380130925,0.3318787953406942,0.007666465320677,8.670048010417461e-07,1.520515383851083
Imperial College London,720,0.07134344594890482,0.17087923742431183,0.00170448710294935,2.5830205237805854e-09,1.111158167020228
Medical University of Vienna,340,0.05832501097978917,0.15149139105203024,0.00207582179286405,8.72546267195756e-08,1.0163981560826467
Andreas Syggros Hospital Athens,90,0.04934220854763703,0.11653619458572921,0.0016553460992712,1.5360269271487976e-07,0.7397990494072915
