category,n_samples,mean_entropy,std_entropy,median_entropy,min_entropy,max_entropy
85.0,238,0.7543164579902939,0.390663541474731,0.7808699568874334,0.0037179571677956,1.5479367795335892
80.0,271,0.7254929753273559,0.3991532019627952,0.7606817306071497,4.4800013187290755e-08,1.5847027312092707
75.0,341,0.6740303232445651,0.42746298855960385,0.7132758834562767,3.131377702575229e-06,1.557585950999423
25.0,102,0.6637249947156069,0.3465003377599349,0.7002192765943158,1.6270228501574612e-08,1.4930554969229248
70.0,459,0.662694608197431,0.41339072613298333,0.6866120689343218,2.281650219677414e-06,1.5899515866833454
5.0,22,0.6402175535525869,0.3279548533245791,0.685087303093366,0.0001134050933932,1.3742258351809236
60.0,447,0.6382903878469254,0.4372647869542949,0.6808213843831377,5.548171669594157e-06,1.6011588814530393
65.0,454,0.6356820883116157,0.401593185666608,0.6876478947018432,2.1693829256736403e-05,1.595742704334576
20.0,74,0.6249364150748666,0.3626764758763789,0.6714308083790896,0.0001278204053825,1.519335809728645
30.0,211,0.5823237653534226,0.3854055355646782,0.6334671008964143,7.742343804166991e-09,1.5207496921912882
55.0,396,0.5555649171986764,0.4449353924477132,0.5717762776336284,1.5738924914998825e-11,1.5411320135903512
35.0,256,0.5500624002486731,0.4149061450571867,0.601417858651695,1.1611875723773733e-07,1.4842245574037596
0.0,6,0.5488834207987069,0.2845898713210881,0.5972693889427494,0.1094569675078555,0.9147481133201748
50.0,452,0.5206806121783821,0.43199819543408696,0.5537213627725786,1.8982383754339056e-06,1.5126343535047346
45.0,403,0.49822662894133113,0.412236214483736,0.5058770027658607,1.0107451422789057e-08,1.559312142703357
40.0,382,0.48418556960661696,0.4182824469896874,0.4705704402380865,5.415137914493559e-07,1.570744720846153
10.0,121,0.08793816251434203,0.2335037392321781,0.000225551128565,7.467808653570157e-09,1.0950336225972772
15.0,474,0.06602405175255512,0.2056734700339075,0.00027048015417595003,4.894280974099101e-12,1.4027141292886562
